Type	UniqueName	ServerName	ParentName	PointName	PointValue	X	Y	Width	Height	Angle	AngleOriginX	AngleOriginY	Text	FontSize	BackColor	TextColor	ClickEventName	ImagePattern	ImageIndex	BaseImagePath	ImagePath	Remark								
LeverImage	21RZ					1006	311										21RZ	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_黄_N.png,Image/Lever/てこ_黄_R.png"	20代XZ=てこ黄(X)N(X)Z　例：2RZ=てこ黄NR								
LeverImage	22R					1064	371										22R	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_緑_N.png,Image/Lever/てこ_緑_R.png"									
LeverImage	22RZ					1006	371										22RZ	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_黄_N.png,Image/Lever/てこ_黄_R.png"									
LeverImage	23R					1054	431										23R	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_緑_N.png,Image/Lever/てこ_緑_R.png"									
LeverImage	23RZ					1006	431										23RZ	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_黄_N.png,Image/Lever/てこ_黄_R.png"									
LeverImage	24R					1054	545										24R	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_緑_N.png,Image/Lever/てこ_緑_R.png"									
LeverImage	24RZ					1006	545										24RZ	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_黄_N.png,Image/Lever/てこ_黄_R.png"									
LeverImage	25R					1102	609										25R	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_緑_N.png,Image/Lever/てこ_緑_R.png"									
LeverImage	25RZ					1044	609										25RZ	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_黄_N.png,Image/Lever/てこ_黄_R.png"									
LeverImage	26R					1102	669										26R	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_緑_N.png,Image/Lever/てこ_緑_R.png"									
LeverImage	26RZ					1044	669										26RZ	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_黄_N.png,Image/Lever/てこ_黄_R.png"									
LeverImage	27L					1256	431										27L	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_緑_L.png,Image/Lever/てこ_緑_N.png"									
LeverImage	27LZ					1304	431										27LZ	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_黄_L.png,Image/Lever/てこ_黄_N.png"									
LeverImage	28L					1256	545										28L	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_緑_L.png,Image/Lever/てこ_緑_N.png"									
LeverImage	28LZ					1304	545										28LZ	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_黄_L.png,Image/Lever/てこ_黄_N.png"									
LeverImage	29L					1700	371										29L	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_緑_L.png,Image/Lever/てこ_緑_N.png"									
LeverImage	29LZ					1748	371										29LZ	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_黄_L.png,Image/Lever/てこ_黄_N.png"									
LeverImage	30R					1898	371										30R	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_緑_N.png,Image/Lever/てこ_緑_R.png"									
LeverImage	30RZ					1850	371										30RZ	"0,1"	0	Image/Lever/てこBase_NR.png	"Image/Lever/てこ_黄_N.png,Image/Lever/てこ_黄_R.png"									
LeverImage	31L					2050	311										31L	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_緑_L.png,Image/Lever/てこ_緑_N.png"									
LeverImage	31LZ					2098	311										31LZ	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_黄_L.png,Image/Lever/てこ_黄_N.png"									
LeverImage	32L					2050	371										32L	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_緑_L.png,Image/Lever/てこ_緑_N.png"									
LeverImage	32LZ					2098	371										32LZ	"-1,0"	0	Image/Lever/てこBase_LN.png	"Image/Lever/てこ_黄_L.png,Image/Lever/てこ_黄_N.png"									
ButtonImage	T					365	384										T	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	TA					560	324										TA	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	TB					560	384										TB	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	TC					560	444										TC	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	A					962	324										A	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	B					962	384										B	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	C					962	444										C	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	D					962	558										D	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	E					1806	384										E	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	X					2315	324										X	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	Y					2315	384										Y	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	SC					1362	444										SC	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	SD					1362	558										SD	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	5					1000	622										5	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
ButtonImage	6					1000	682										6	"0,1"	0	Image/Button/着点ボタンBase.png	"Image/Button/着点ボタン_白_OFF.png,Image/Button/着点ボタン_白_ON.png"									
Image	1R_G					369	309											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"	"Y,Gは灯色"								
Image	2R_G					718	310											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	2RZ_Y					619	300											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	3R_G					718	377											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	3RZ_Y					619	360											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	4R_G					718	483											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	4RZ_Y					619	420											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	5L_G					674	474											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	6L_G					674	581											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	7R_G					1199	317											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	8R_G					1199	377											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	9R_G					1179	491											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	10R_G					1179	530											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	11L_G					1113	474											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	11LZ_Y					1223	420											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	12L_G					1113	519											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	12LZ_Y					1223	534											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	13LC_G					2338	272											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	13LD_G					2330	290											"0,1"	0		"Image/Light/N.png,Image/Light/G.png"									
Image	21R_Y					1181	316											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	21RZ_Y					1021	300											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	22R_Y					1181	376											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	22RZ_Y					1021	360											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	23R_Y					1161	490											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	23RZ_Y					1021	420											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	24R_Y					1161	529											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	24RZ_Y					1021	534											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	25R_Y					1161	614											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	25RZ_Y					1059	598											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	26R_Y					1161	674											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	26RZ_Y					1059	658											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	27L_Y					1131	475											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	27LZ_Y					1319	420											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	28L_Y					1131	520											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	28LZ_Y					1319	534											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	29L_Y					1671	412											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	29LZ_Y					1763	360											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	30R_Y					1957	406											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	30RZ_Y					1865	360											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	31L_Y					2021	318											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	31LZ_Y					2113	300											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	32L_Y					2021	408											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
Image	32LZ_Y					2113	360											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
LeverImage	P41					385	64										P41	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"	転てつ器単独てこはNCR								
Image	P41_PG					383	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P41_PY					417	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P42					453	64										P42	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P42_PG					451	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P42_PY					485	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P43					521	64										P43	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P43_PG					519	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P43_PY					553	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P44					1532	64										P44	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P44_PG					1530	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P44_PY					1564	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P45					1600	64										P45	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P45_PG					1598	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P45_PY					1632	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P46					1668	64										P46	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P46_PG					1666	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P46_PY					1700	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P47					1736	64										P47	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P47_PG					1734	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P47_PY					1768	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P48					1804	64										P48	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P48_PG					1802	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P48_PY					1836	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P49					1872	64										P49	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P49_PG					1870	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P49_PY					1904	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
LeverImage	P50					1940	64										P50	"-1,0,1"	0	Image/Lever/てこBase_NCR.png	"Image/Lever/てこ_黒_L.png,Image/Lever/てこ_黒_N.png,Image/Lever/てこ_黒_R.png"									
Image	P50_PG					1938	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	P50_PY					1972	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
KeyImage	駅扱切換					2269	64										駅扱切換	"-1,1,-11,11"	1	Image/Lever/てこBase_LR.png	"Image/Lever/鍵てこ_鍵OFF_L.png,Image/Lever/鍵てこ_鍵OFF_R.png,Image/Lever/鍵てこ_鍵ON_L.png,Image/Lever/鍵てこ_鍵ON_R.png"	駅扱切換はLR								
KeyImage	解放99					2367	64										解放99	"0,1,10,11"	1	Image/Lever/てこBase_NR.png	"Image/Lever/鍵てこ_鍵OFF_N.png,Image/Lever/鍵てこ_鍵OFF_R.png,Image/Lever/鍵てこ_鍵ON_N.png,Image/Lever/鍵てこ_鍵ON_R.png"	方向てこ解放はNR								
Image	駅扱切換_PG					2301	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	駅扱切換_PY					2267	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
Image	解放99_PY					2382	31											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
Image	142T_1					52	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"	0度※以下0度省略								
Image	146T_1					82	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_1RT_1					112	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_51ロT_1					142	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_52T_1					172	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_55T_P55イN_P54ロN_1					197	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_55T_P55イN_P54ロN_2					227	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_55T_P55イR_P54ロN_1					197	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_55T_P55イR_P54ロN_2					209	314											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	TH66_55T_P55イN_P54ロR_1					219	314											"0,1,2"	0		"Image/Light/112N.png,Image/Light/112Y.png,Image/Light/112R.png"	112度								
Image	TH66_55T_P55イN_P54ロR_2					227	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_1RCT_1					252	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	156T_1					282	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_13T_1					91	274											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_13T_2					173	274											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_54T_P54イN_P55ロN_1					197	274											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_54T_P54イN_P55ロN_2					227	274											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_54T_P54イR_P55ロN_1					197	274											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH66_54T_P54イR_P55ロN_2					209	289											"0,1,2"	0		"Image/Light/112N.png,Image/Light/112Y.png,Image/Light/112R.png"	112度								
Image	TH66_54T_P54イN_P55ロR_1					219	289											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	TH66_54T_P54イN_P55ロR_2					227	274											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	1RT_1					361	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	1RT_2					391	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41N_P43N_1					420	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41N_P43N_2					504	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41N_P43N_3					592	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41N_P43R_1					420	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41N_P43R_2					504	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41N_P43R_3					545	369											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	41T_P41N_P43R_4					592	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41R_1					420	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	41T_P41R_2					461	369											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	2RT_1					750	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	2RT_2					994	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	3RT_1					750	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	3RT_4					994	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49N_1					1226	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49N_2					1334	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49N_3					1442	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49N_4					1550	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49N_5					1658	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49N_6					1766	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49N_7					1874	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49R_1					1626	350											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	49T_P49R_2					1658	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49R_3					1766	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	49T_P49R_4					1874	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	50イT_P50イN_1					1955	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	50イT_P50イN_2					2021	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	50イT_P50イR_1					1955	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	50イT_P50イR_2					1979	352											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	50ロT_P50ロN_1					1955	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	50ロT_P50ロN_2					2021	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	50ロT_P50ロR_1					1999	372											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	50ロT_P50ロR_2					2021	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	XT_1					2138	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	XT_2					2296	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	YT_1					2138	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	YT_2					2296	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	DF1T_1					2415	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	DF1T_2					2475	334											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	DF1T_14L_1					2415	311											"0,1,2"	0		"Image/Light/45N.png,Image/Light/45Y.png,Image/Light/45R.png"	45度								
