Type	UniqueName	ParentName	ServerType	ServerName	PointNameA	PointValueA	PointNameB	PointValueB	DirectionName	DirectionValue	X	Y	Width	Height	Angle	AngleOriginX	AngleOriginY	Text	FontSize	BackColor	TextColor	ClickEventName	ImagePattern	ImageIndex	BaseImagePath	ImagePath	Remark								
LeverImage	12L		物理てこ	TH66S_12							870	717										12L	"-1,0"	0	Image/Lever/LeverBase_LN.png	"Image/Lever/Lever_Green_L.png,Image/Lever/Lever_Green_N.png"									
TextBlock	12L_Label	12L									14	20	11	11				12	10	Transparent	#FFBCBCBC	12L													
LeverImage	13R		物理てこ	TH66S_13							1280	717										13R	"0,1"	0	Image/Lever/LeverBase_NR.png	"Image/Lever/Lever_Green_N.png,Image/Lever/Lever_Green_R.png"									
TextBlock	13R_Label	13R									14	20	11	11				13	10	Transparent	#FFBCBCBC	13R													
LeverImage	14R		物理てこ	TH66S_14							1440	667										14R	"0,1"	0	Image/Lever/LeverBase_NR.png	"Image/Lever/Lever_Green_N.png,Image/Lever/Lever_Green_R.png"									
TextBlock	14R_Label	14R									14	20	11	11				14	10	Transparent	#FFBCBCBC	14R													
LeverImage	15L		物理てこ	TH66S_15							1646	667										15L	"-1,0"	0	Image/Lever/LeverBase_LN.png	"Image/Lever/Lever_Green_L.png,Image/Lever/Lever_Green_N.png"									
TextBlock	15L_Label	15L									14	20	11	11				15	10	Transparent	#FFBCBCBC	15L													
LeverImage	15LZ		物理てこ								1704	667										15LZ	"-1,0"	0	Image/Lever/LeverBase_LN.png	"Image/Lever/Lever_Yellow_L.png,Image/Lever/Lever_Yellow_N.png"	10代XZ=てこ黄(X)N(X)Z　例：15LZ=てこ黄LN								
TextBlock	15LZ_Label	15LZ									14	20	11	11				15Z	10	Transparent	#FFBCBCBC	15LZ													
LeverImage	16L		物理てこ	TH66S_16							1646	717										16L	"-1,0"	0	Image/Lever/LeverBase_LN.png	"Image/Lever/Lever_Green_L.png,Image/Lever/Lever_Green_N.png"									
TextBlock	16L_Label	16L									14	20	11	11				16	10	Transparent	#FFBCBCBC	16L													
LeverImage	16LZ		物理てこ								1704	717										16LZ	"-1,0"	0	Image/Lever/LeverBase_LN.png	"Image/Lever/Lever_Yellow_L.png,Image/Lever/Lever_Yellow_N.png"									
TextBlock	16LZ_Label	16LZ									14	20	11	11				16Z	10	Transparent	#FFBCBCBC	16LZ													
LeverImage	21R										928	267											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	21R_Label	21R									14	20	11	11				21	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	22R										928	317											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	22R_Label	22R									14	20	11	11				22	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	23R										928	367											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	23R_Label	23R									14	20	11	11				23	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	24R										928	417											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	24R_Label	24R									14	20	11	11				24	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	25R										928	467											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	25R_Label	25R									14	20	11	11				25	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	26R										928	517											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	26R_Label	26R									14	20	11	11				26	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	27R										928	567											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	27R_Label	27R									14	20	11	11				27	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	28R										928	617											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	28R_Label	28R									14	20	11	11				28	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	29R										928	667											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	29R_Label	29R									14	20	11	11				29	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	31R										477	117											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	31R_Label	31R									14	20	11	11				31	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	32R										477	167											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	32R_Label	32R									14	20	11	11				32	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	33R										477	217											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	33R_Label	33R									14	20	11	11				33	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	34L										1419	117											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	34L_Label	34L									14	20	11	11				34	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	34LZ										1477	117											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Yellow_L.png,Image/Lever_dummy/Lever_Yellow_N.png"	ダミー								
TextBlock	34LZ_Label	34LZ									14	20	11	11				34Z	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	35L										1419	167											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	35L_Label	35L									14	20	11	11				35	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	35LZ										1477	167											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Yellow_L.png,Image/Lever_dummy/Lever_Yellow_N.png"	ダミー								
TextBlock	35LZ_Label	35LZ									14	20	11	11				35Z	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	36L										1419	217											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	36L_Label	36L									14	20	11	11				36	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	36LZ										1477	217											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Yellow_L.png,Image/Lever_dummy/Lever_Yellow_N.png"	ダミー								
TextBlock	36LZ_Label	36LZ									14	20	11	11				36Z	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	37L										1477	367											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	37L_Label	37L									14	20	11	11				37	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	38L										1477	417											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	38L_Label	38L									14	20	11	11				38	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	39L										1477	467											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	39L_Label	39L									14	20	11	11				39	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	40L										1477	517											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	40L_Label	40L									14	20	11	11				40	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	41L										886	217											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	41L_Label	41L									14	20	11	11				41	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	41LZ										944	217											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Yellow_L.png,Image/Lever_dummy/Lever_Yellow_N.png"	ダミー								
TextBlock	41LZ_Label	41LZ									14	20	11	11				41Z	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	42L										886	167											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Green_L.png,Image/Lever_dummy/Lever_Green_N.png"	ダミー								
TextBlock	42L_Label	42L									14	20	11	11				42	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	42LZ										944	167											"-1,0"	0	Image/Lever_dummy/LeverBase_LN.png	"Image/Lever_dummy/Lever_Yellow_L.png,Image/Lever_dummy/Lever_Yellow_N.png"	ダミー								
TextBlock	42LZ_Label	42LZ									14	20	11	11				42Z	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	43R										808	167											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Green_N.png,Image/Lever_dummy/Lever_Green_R.png"	ダミー								
TextBlock	43R_Label	43R									14	20	11	11				43	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	43RZ										750	167											"0,1"	0	Image/Lever_dummy/LeverBase_NR.png	"Image/Lever_dummy/Lever_Yellow_N.png,Image/Lever_dummy/Lever_Yellow_R.png"	ダミー								
TextBlock	43RZ_Label	43RZ									14	20	11	11				43Z	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	A		着点ボタン	TH66S_AP							1762	680										A	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	A_Label	A									5	23	15	12				A	10	Transparent	#FFBCBCBC	A													
ButtonImage	B		着点ボタン	TH66S_BP							1762	730										B	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	B_Label	B									5	23	15	12				B	10	Transparent	#FFBCBCBC	B													
ButtonImage	C		着点ボタン	TH66S_CP							1654	780										C	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	C_Label	C									5	23	15	12				C	10	Transparent	#FFBCBCBC	C													
ButtonImage	D		着点ボタン	TH66S_DP							533	730										D	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	D_Label	D									5	23	15	12				D	10	Transparent	#FFBCBCBC	D													
ButtonImage	E		着点ボタン	TH66S_EP							541	830										E	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	E_Label	E									5	23	15	12				E	10	Transparent	#FFBCBCBC	E													
ButtonImage	J										1396	680											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	J_Label	J									5	23	15	12				J	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	N										1002	230											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	N_Label	N									5	23	15	12				N	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	P										706	180											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	P_Label	P									5	23	15	12				P	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	Q										1002	180											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	Q_Label	Q									5	23	15	12				Q	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	1										533	280											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	1_Label	1									5	23	15	12				1	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	2										533	330											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	2_Label	2									5	23	15	12				2	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	3										533	380											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	3_Label	3									5	23	15	12				3	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	4										533	430											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	4_Label	4									5	23	15	12				4	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	5										533	480											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	5_Label	5									5	23	15	12				5	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	6										533	530											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	6_Label	6									5	23	15	12				6	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	7										533	580											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	7_Label	7									5	23	15	12				7	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	8										533	630											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	8_Label	8									5	23	15	12				8	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	9										533	680											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	9_Label	9									5	23	15	12				9	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	13		着点ボタン	TH66S_13P							1148	730										13	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	13_Label	13									5	23	15	12				13	10	Transparent	#FFBCBCBC	13													
ButtonImage	21										433	130											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	21_Label	21									5	23	15	12				21	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	22										433	180											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	22_Label	22									5	23	15	12				22	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	23										433	230											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	23_Label	23									5	23	15	12				23	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	24										1535	130											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	24_Label	24									5	23	15	12				24	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	25										1535	180											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	25_Label	25									5	23	15	12				25	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	26										1535	230											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	26_Label	26									5	23	15	12				26	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	27										1535	380											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	27_Label	27									5	23	15	12				27	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	28										1535	430											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	28_Label	28									5	23	15	12				28	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	29										1535	480											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	29_Label	29									5	23	15	12				29	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	30										1535	530											"0,1"	0	Image/Button_dummy/ArrivalButton_Base.png	"Image/Button_dummy/ArrivalButton_White_OFF.png,Image/Button_dummy/ArrivalButton_White_ON.png"	ダミー								
TextBlock	30_Label	30									5	23	15	12				30	10	Transparent	#FFBCBCBC						ダミー								
ButtonImage	警報上り接近										604	911										警報上り接近	"0,1"	0	Image/Button/ApproachingButton_Base.png	"Image/Button/ApproachingButton_Green_OFF.png,Image/Button/ApproachingButton_Green_ON.png"									
ButtonImage	警報下り接近										1591	911										警報下り接近	"0,1"	0	Image/Button/ApproachingButton_Base.png	"Image/Button/ApproachingButton_Green_OFF.png,Image/Button/ApproachingButton_Green_ON.png"									
LeverImage	W51		物理てこ	TH66S_51							33	681										P51	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"	転てつ器単独てこはNCR								
Image	W51_PG		転てつ器表示灯		TH66S_W51	N					31	662											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"	"G,Y,R,PG,PYは灯色"								
Image	W51_PY		転てつ器表示灯		TH66S_W51	R					65	662											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W51_Label	W51									14	20	11	11				51	10	Transparent	#FFBCBCBC	P51													
LeverImage	W52		物理てこ	TH66S_52							101	681										P52	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W52_PG		転てつ器表示灯		TH66S_W52	N					99	662											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W52_PY		転てつ器表示灯		TH66S_W52	R					133	662											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W52_Label	W52									14	20	11	11				52	10	Transparent	#FFBCBCBC	P52													
LeverImage	W53		物理てこ	TH66S_53							169	681										P53	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W53_PG		転てつ器表示灯		TH66S_W53	N					167	662											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W53_PY		転てつ器表示灯		TH66S_W53	R					201	662											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W53_Label	W53									14	20	11	11				53	10	Transparent	#FFBCBCBC	P53													
LeverImage	W54		物理てこ	TH66S_54							237	681										P54	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W54_PG		転てつ器表示灯		TH66S_W54	N					235	662											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W54_PY		転てつ器表示灯		TH66S_W54	R					269	662											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W54_Label	W54									14	20	11	11				54	10	Transparent	#FFBCBCBC	P54													
LeverImage	W55		物理てこ	TH66S_55							33	757										P55	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W55_PG		転てつ器表示灯		TH66S_W55	N					31	738											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W55_PY		転てつ器表示灯		TH66S_W55	R					65	738											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W55_Label	W55									14	20	11	11				55	10	Transparent	#FFBCBCBC	P55													
LeverImage	W56		物理てこ	TH66S_56							101	757										P56	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W56_PG		転てつ器表示灯		TH66S_W56	N					99	738											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W56_PY		転てつ器表示灯		TH66S_W56	R					133	738											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W56_Label	W56									14	20	11	11				56	10	Transparent	#FFBCBCBC	P56													
LeverImage	W57		物理てこ	TH66S_57							169	757										P57	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W57_PG		転てつ器表示灯		TH66S_W57	N					167	738											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W57_PY		転てつ器表示灯		TH66S_W57	R					201	738											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W57_Label	W57									14	20	11	11				57	10	Transparent	#FFBCBCBC	P57													
LeverImage	W61										33	225											"-1,0,1"	0	Image/Lever_dummy/LeverBase_NCR.png	"Image/Lever_dummy/Lever_Black_L.png,Image/Lever_dummy/Lever_Black_N.png,Image/Lever_dummy/Lever_Black_R.png"	ダミー								
Image	W61_PG										31	206											"0,1"	0		"Image/Light_dummy/N.png,Image/Light_dummy/PG.png"	ダミー								
Image	W61_PY										65	206											"0,1"	0		"Image/Light_dummy/N.png,Image/Light_dummy/PY.png"	ダミー								
TextBlock	W61_Label	W61									14	20	11	11				61	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	W62										101	225											"-1,0,1"	0	Image/Lever_dummy/LeverBase_NCR.png	"Image/Lever_dummy/Lever_Black_L.png,Image/Lever_dummy/Lever_Black_N.png,Image/Lever_dummy/Lever_Black_R.png"	ダミー								
Image	W62_PG										99	206											"0,1"	0		"Image/Light_dummy/N.png,Image/Light_dummy/PG.png"	ダミー								
Image	W62_PY										133	206											"0,1"	0		"Image/Light_dummy/N.png,Image/Light_dummy/PY.png"	ダミー								
TextBlock	W62_Label	W62									14	20	11	11				62	10	Transparent	#FFBCBCBC						ダミー								
LeverImage	W63										169	225											"-1,0,1"	0	Image/Lever_dummy/LeverBase_NCR.png	"Image/Lever_dummy/Lever_Black_L.png,Image/Lever_dummy/Lever_Black_N.png,Image/Lever_dummy/Lever_Black_R.png"	ダミー								
Image	W63_PG										167	206											"0,1"	0		"Image/Light_dummy/N.png,Image/Light_dummy/PG.png"	ダミー								
Image	W63_PY										201	206											"0,1"	0		"Image/Light_dummy/N.png,Image/Light_dummy/PY.png"	ダミー								
