Type	UniqueName	ParentName	ServerType	ServerName	PointNameA	PointValueA	PointNameB	PointValueB	DirectionName	DirectionValue	X	Y	Width	Height	Angle	AngleOriginX	AngleOriginY	Text	FontSize	BackColor	TextColor	ClickEventName	ImagePattern	ImageIndex	BaseImagePath	ImagePath	Remark								
Image	35L_Y		信号機表示灯	駒野入換35L							1055	442											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
TextBlock	35L_Label	35L									14	20	11	11				35	10	Transparent	#FFBCBCBC	35L													
LeverImage	36L		物理てこ	TH75_36							1150	465										36L	"-1,0"	0	Image/Lever/LeverBase_LN.png	"Image/Lever/Lever_Green_L.png,Image/Lever/Lever_Green_N.png"									
Image	36L_Y		信号機表示灯	駒野入換36L							1055	502											"0,1"	0		"Image/Light/N.png,Image/Light/Y.png"									
TextBlock	36L_Label	36L									14	20	11	11				36	10	Transparent	#FFBCBCBC	36L													
ButtonImage	T		着点ボタン	TH75_TP							510	598										T	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	T_Label	T									5	23	15	12				T	10	Transparent	#FFBCBCBC	T													
ButtonImage	E		着点ボタン	TH75_EP							1135	538										E	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	E_Label	E									5	23	15	12				E	10	Transparent	#FFBCBCBC	E													
ButtonImage	F		着点ボタン	TH75_FP							1216	598										F	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	F_Label	F									5	23	15	12				F	10	Transparent	#FFBCBCBC	F													
ButtonImage	A		着点ボタン	TH75_AP							1921	358										A	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	A_Label	A									5	23	15	12				A	10	Transparent	#FFBCBCBC	A													
ButtonImage	B		着点ボタン	TH75_BP							1921	538										B	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	B_Label	B									5	23	15	12				B	10	Transparent	#FFBCBCBC	B													
ButtonImage	C		着点ボタン	TH75_CP							1921	598										C	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	C_Label	C									5	23	15	12				C	10	Transparent	#FFBCBCBC	C													
ButtonImage	S		着点ボタン	TH75_SP							2291	538										S	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	S_Label	S									5	23	15	12				S	10	Transparent	#FFBCBCBC	S													
ButtonImage	7		着点ボタン	TH75_7P							569	358										7	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	7_Label	7									5	23	15	12				7	10	Transparent	#FFBCBCBC	7													
ButtonImage	8		着点ボタン	TH75_8P							569	418										8	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	8_Label	8									5	23	15	12				8	10	Transparent	#FFBCBCBC	8													
ButtonImage	9		着点ボタン	TH75_9P							569	478										9	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	9_Label	9									5	23	15	12				9	10	Transparent	#FFBCBCBC	9													
ButtonImage	4		着点ボタン	TH75_4P							1402	358										4	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	4_Label	4									5	23	15	12				4	10	Transparent	#FFBCBCBC	4													
ButtonImage	D5		着点ボタン	TH75_D5P							1402	418										D5	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	D5_Label	D5									5	23	15	12				D5	10	Transparent	#FFBCBCBC	D5													
ButtonImage	D6		着点ボタン	TH75_D6P							1402	478										D6	"0,1"	0	Image/Button/ArrivalButton_Base.png	"Image/Button/ArrivalButton_White_OFF.png,Image/Button/ArrivalButton_White_ON.png"									
TextBlock	D6_Label	D6									5	23	15	12				D6	10	Transparent	#FFBCBCBC	D6													
ButtonImage	警報上り接近										404	911										警報上り接近	"0,1"	0	Image/Button/ApproachingButton_Base.png	"Image/Button/ApproachingButton_Green_OFF.png,Image/Button/ApproachingButton_Green_ON.png"									
ButtonImage	警報下り接近										2131	911										警報下り接近	"0,1"	0	Image/Button/ApproachingButton_Base.png	"Image/Button/ApproachingButton_Green_OFF.png,Image/Button/ApproachingButton_Green_ON.png"									
LeverImage	W41		物理てこ	TH75_41							660	64										P41	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"	転てつ器単独てこはNCR								
Image	W41_PG		転てつ器表示灯		TH75_W41	N					658	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W41_PY		転てつ器表示灯		TH75_W41	R					692	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W41_Label	W41									14	20	11	11				41	10	Transparent	#FFBCBCBC	P41													
LeverImage	W42		物理てこ	TH75_42							728	64										P42	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W42_PG		転てつ器表示灯		TH75_W42	N					726	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W42_PY		転てつ器表示灯		TH75_W42	R					760	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W42_Label	W42									14	20	11	11				42	10	Transparent	#FFBCBCBC	P42													
LeverImage	W43		物理てこ	TH75_43							796	64										P43	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W43_PG		転てつ器表示灯		TH75_W43	N					794	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W43_PY		転てつ器表示灯		TH75_W43	R					828	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W43_Label	W43									14	20	11	11				43	10	Transparent	#FFBCBCBC	P43													
LeverImage	W44		物理てこ	TH75_44							864	64										P44	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W44_PG		転てつ器表示灯		TH75_W44	N					862	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W44_PY		転てつ器表示灯		TH75_W44	R					896	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W44_Label	W44									14	20	11	11				44	10	Transparent	#FFBCBCBC	P44													
LeverImage	W45		物理てこ	TH75_45							932	64										P45	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W45_PG		転てつ器表示灯		TH75_W45	N					930	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W45_PY		転てつ器表示灯		TH75_W45	R					964	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W45_Label	W45									14	20	11	11				45	10	Transparent	#FFBCBCBC	P45													
LeverImage	W46		物理てこ	TH75_46							1000	64										P46	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W46_PG		転てつ器表示灯		TH75_W46	N					998	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W46_PY		転てつ器表示灯		TH75_W46	R					1032	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W46_Label	W46									14	20	11	11				46	10	Transparent	#FFBCBCBC	P46													
LeverImage	W47		物理てこ	TH75_47							1068	64										P47	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W47_PG		転てつ器表示灯		TH75_W47	N					1066	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W47_PY		転てつ器表示灯		TH75_W47	R					1100	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W47_Label	W47									14	20	11	11				47	10	Transparent	#FFBCBCBC	P47													
LeverImage	W48		物理てこ	TH75_48							1136	64										P48	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W48_PG		転てつ器表示灯		TH75_W48	N					1134	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W48_PY		転てつ器表示灯		TH75_W48	R					1168	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W48_Label	W48									14	20	11	11				48	10	Transparent	#FFBCBCBC	P48													
LeverImage	W49		物理てこ	TH75_49							2115	64										P49	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W49_PG		転てつ器表示灯		TH75_W49	N					2113	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W49_PY		転てつ器表示灯		TH75_W49	R					2147	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W49_Label	W49									14	20	11	11				49	10	Transparent	#FFBCBCBC	P49													
LeverImage	W50		物理てこ	TH75_50							2183	64										P50	"-1,0,1"	0	Image/Lever/LeverBase_NCR.png	"Image/Lever/Lever_Black_L.png,Image/Lever/Lever_Black_N.png,Image/Lever/Lever_Black_R.png"									
Image	W50_PG		転てつ器表示灯		TH75_W50	N					2181	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	W50_PY		転てつ器表示灯		TH75_W50	R					2215	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
TextBlock	W50_Label	W50									14	20	11	11				50	10	Transparent	#FFBCBCBC	P50													
KeyImage	駅扱切換		物理鍵てこ	TH75_81							2367	64										駅扱切換	"-1,1,-11,11"	1	Image/Lever/LeverBase_LR.png	"Image/Lever/KeyLever_KeyOFF_L.png,Image/Lever/KeyLever_KeyOFF_R.png,Image/Lever/KeyLever_KeyON_L.png,Image/Lever/KeyLever_KeyON_R.png"	駅扱切換はLR								
Image	駅扱切換_PY		駅扱切換表示灯	TH75_81							2365	45											"0,1"	0		"Image/Light/N.png,Image/Light/PY.png"									
Image	駅扱切換_PG		駅扱切換表示灯	TH75_81							2399	45											"0,1"	0		"Image/Light/N.png,Image/Light/PG.png"									
Image	TH76_5LAT_1		軌道回路表示灯	TH76_5LAT							126	548											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"	0度※以下0度省略								
Image	TH76_5LAT_2		軌道回路表示灯	TH76_5LAT							208	548											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_5LBT_1		軌道回路表示灯	TH76_5LBT							126	668											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_5LBT_2		軌道回路表示灯	TH76_5LBT							208	668											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_5LCT_1		軌道回路表示灯	TH76_5LCT							100	728											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_5LCT_2		軌道回路表示灯	TH76_5LCT							182	728											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_5LDT_1		軌道回路表示灯	TH76_5LDT							100	788											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_5LDT_2		軌道回路表示灯	TH76_5LDT							182	788											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_21イT_W21イN_1		軌道回路表示灯	TH76_21イT	TH76_W21	N					210	728											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_21イT_W21イN_2		軌道回路表示灯	TH76_21イT	TH76_W21	N					249	728											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_21イT_W21イN_3		軌道回路表示灯	TH76_21イT	TH76_W21	N					274	703											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_21イT_W21イR_1		軌道回路表示灯	TH76_21イT	TH76_W21	R					210	728											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_21イT_W21イR_2		軌道回路表示灯	TH76_21イT	TH76_W21	R					232	743											"0,1,2"	0		"Image/Light/112N.png,Image/Light/112Y.png,Image/Light/112R.png"	112								
Image	TH76_21ロT_W21ロN_1		軌道回路表示灯	TH76_21ロT	TH76_W21	N					210	788											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_21ロT_W21ロN_2		軌道回路表示灯	TH76_21ロT	TH76_W21	N					290	788											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_21ロT_W21ロN_3		軌道回路表示灯	TH76_21ロT	TH76_W21	N					330	724											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_21ロT_W21ロR_1		軌道回路表示灯	TH76_21ロT	TH76_W21	R					242	768											"0,1,2"	0		"Image/Light/112N.png,Image/Light/112Y.png,Image/Light/112R.png"	112								
Image	TH76_21ロT_W21ロR_2		軌道回路表示灯	TH76_21ロT	TH76_W21	R					290	788											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_21ロT_W21ロR_3		軌道回路表示灯	TH76_21ロT	TH76_W21	R					330	724											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_22T_W22N_1		軌道回路表示灯	TH76_22T	TH76_W22	N					232	548											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_22T_W22N_2		軌道回路表示灯	TH76_22T	TH76_W22	N					261	588											"0,1,2"	0		"Image/Light/112N.png,Image/Light/112Y.png,Image/Light/112R.png"	112								
Image	TH76_22T_W22R_1		軌道回路表示灯	TH76_22T	TH76_W22	R					232	548											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_22T_W22R_2		軌道回路表示灯	TH76_22T	TH76_W22	R					276	548											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_22T_W22R_3		軌道回路表示灯	TH76_22T	TH76_W22	R					321	548											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_23T_W23N_W24ロN_1		軌道回路表示灯	TH76_23T	TH76_W23	N	TH76_W24	N			282	683											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_23T_W23N_W24ロN_2		軌道回路表示灯	TH76_23T	TH76_W23	N	TH76_W24	N			294	653											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_23T_W23R_W24ロN_1		軌道回路表示灯	TH76_23T	TH76_W23	R	TH76_W24	N			236	668											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_23T_W23R_W24ロN_2		軌道回路表示灯	TH76_23T	TH76_W23	R	TH76_W24	N			267	668											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH76_23T_W23R_W24ロN_3		軌道回路表示灯	TH76_23T	TH76_W23	R	TH76_W24	N			294	653											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_23T_W24ロR_1		軌道回路表示灯	TH76_23T	TH76_W24	R					294	653											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_23T_W24ロR_2		軌道回路表示灯	TH76_23T	TH76_W24	R					306	670											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135								
Image	TH76_24T_W24イN_1		軌道回路表示灯	TH76_24T	TH76_W24	N					338	704											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68								
Image	TH76_24T_W24イN_2		軌道回路表示灯	TH76_24T	TH76_W24	N					361	668											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
